branch,congressID,ideology_score,page,part,speaker,year,sentence,sentence_raw,sentence_unclean
House,95,0.34700000000000003,990,3,Mr. MARTIN.,1978,recogn cost control legi lation lack merit defeat much better caus attribut deserv def eat darker motiv,"If  they recognize that the cost control legis lation lacks merit and will be defeated,  then so much the better for  them be cause they can attribute that deserved  def eat to other darker motives","If  they recognize that the cost control legis lation lacks merit and will be defeated,  then so much the better for  them be cause they can attribute that deserved  def eat to other darker motives"
Senate,111,0.40299999999999997,72,2009-02-09,Mr. ISAKSON.,2009,mcpherson ga,"McPherson, GA","McPherson, GA"
House,99,0.34600000000000003,600,1,Mr. STANGELAND.,1986,prayer soul crew famili, Our prayers are with  the souls of the  crew and with their families, Our prayers are with  the souls of the  crew and with their families
Senate,102,0.304,558,7,Mr. LUGAR.,1991,congress began doubl index ing benefit inflat," In 1972, Congress began double index ing benefits  for  inflation"," In 1972, Congress began double index ing benefits  for  inflation"
Senate,111,-0.45399999999999996,8,2010-05-07,Mr. UDALL of New Mexico.,2010,eric hirschhorn secretari commerc export administr nomin confirm motion reconsid consid made laid upon tabl motion order presid immedi notifi senat action statement relat nomine print record read," 640,  Eric  Hirschhorn, to be Under Secretary of  Commerce for the Export Administration;  that  the nomination  be  confirmed; that the motions to reconsider  be considered made and laid upon the  table; that no further motions be in  order, the President be  immediately  notified of the Senate’s action, and  that any statements relating to the  nominee be printed in the RECORD, as if  read"," 640,  Eric  Hirschhorn, to be Under Secretary of  Commerce for the Export Administration;  that  the nomination  be  confirmed; that the motions to reconsider  be considered made and laid upon the  table; that no further motions be in  order, the President be  immediately  notified of the Senate’s action, and  that any statements relating to the  nominee be printed in the RECORD, as if  read"
House,111,0.518,25,2009-12-09,Mr. BRADY of Texas.,2009,local compani build offic build apart shop center movi theater industri park,"These are our local companies  that build our office buildings, apartments, shopping centers, movie theaters, our industrial parks","These are our local companies  that build our office buildings, apartments, shopping centers, movie theaters, our industrial parks"
House,114,-0.39299999999999996,17,2015-04-13,Ms. SEWELL of Alabama.,2015,greater access healthcar insur lead healthier popul good news not alabamian american," Greater access to healthcare insurance  leads to a healthier population, which  is good news not only for Alabamians,  but for all Americans"," Greater access to healthcare insurance  leads to a healthier population, which  is good news not only for Alabamians,  but for all Americans"
House,107,-0.589,6,2002-02-13,Mr. LEWIS of Georgia.,2002,time us right,Now is the time for us to do what is right,Now is the time for us to do what is right
,102,-0.298,1172,3,Mr. KOSTMAYER.,1991,air forc maj,Air  Force Maj,Air  Force Maj
,100,-0.295,1531,2,Mr. GUARINI.,1987,nearli facil locat new jersey,"Nearly 3,000 of these  facilities are located in New Jersey","Nearly 3,000 of these  facilities are located in New Jersey"
,101,-0.578,999,1,Mr. STOKES.,1990,council com pose concern leader ac tive support work institut effort bring aid forefront nation attent provid new perspect aid crisi,The council is com posed of concerned leaders who will be ac tively supporting the work of the institute in its  effort to bring AIDS to the forefront of national  attention and to provide new perspectives on  the AIDS crisis,The council is com posed of concerned leaders who will be ac tively supporting the work of the institute in its  effort to bring AIDS to the forefront of national  attention and to provide new perspectives on  the AIDS crisis
House,99,-0.37,600,1,Ms. MIKULSKI.,1986,mourn death vow never forget lesson taught us life must reach star seiz,We mourn them in death and we vow  never to forget the lessons they taught us in  life-that we must  reach  for  the stars and  seize ,We mourn them in death and we vow  never to forget the lessons they taught us in  life-that we must  reach  for  the stars and  seize 
,97,0.337,722,18,Mr. CARMAN.,1982,rise today extend public recognit deep person gratitud individ ual,I rise today to extend  public recognition and my own deep  personal gratitude  to  these  individ uals,I rise today to extend  public recognition and my own deep  personal gratitude  to  these  individ uals
Senate,113,0.919,60,2013-05-23,Mr. LEE.,2013,suggest necessarili open process capac made open process not thing,"So to suggest it necessarily is an  open process because it has the capacity to be made into an open process,  those are not the same things","So to suggest it necessarily is an  open process because it has the capacity to be made into an open process,  those are not the same things"
,96,0.308,1262,2,Mr. HAGEDORN.,1980,facil arllngnew feder cornerston ton tex,"to facilities in Arlln.g""new federalism,"" the cornerstone of his at ton, Tex","to facilities in Arlln.g""new federalism,"" the cornerstone of his at ton, Tex"
Senate,106,0.419,125,2000-06-06,Mr. HUTCHINSON.,2000,first competit industri world america high tech market," First, there is no more competitive industry in the world than America’s high-tech  market"," First, there is no more competitive industry in the world than America’s high-tech  market"
House,99,-0.359,316,6,Mrs. BOGGS.,1986,fichter sj aoluca present fine articl shelter elderli poor stori success," Fichter, S.J., and .A!o:lucA for presenting in  his  fine  article ""Shelter for  the Elderly  Poor"" <2/1>  the story of a very successful  "," Fichter, S.J., and .A!o:lucA for presenting in  his  fine  article ""Shelter for  the Elderly  Poor"" <2/1>  the story of a very successful  "
House,109,-0.48100000000000004,45,2006-07-18,Mr. CLAY.,2006,danger zone compris area outsid bu children danger not seen driver,The danger zone is comprised of  the areas outside of the bus where the  children are in the most danger of not  being seen by the driver,The danger zone is comprised of  the areas outside of the bus where the  children are in the most danger of not  being seen by the driver
House,95,-0.387,249,3,Mr. UDALL.,1978,burton spent countless day hundr hour tri resolv ditn cult problem involv,BURTON who has  spent countless days and hundreds of  hours in trying to resolve all of the ditn cult problems involved,BURTON who has  spent countless days and hundreds of  hours in trying to resolve all of the ditn cult problems involved
Senate,104,-0.214,225,3,Mr. EXON.,1995,resolut design octo ber roosevelt histori month purpos committe judiciari,"A resolution to designate Octo ber, 1996, as ""Roosevelt History Month,"" and  for other purposes'; to the Committee on the  Judiciary","A resolution to designate Octo ber, 1996, as ""Roosevelt History Month,"" and  for other purposes'; to the Committee on the  Judiciary"
House,101,0.28,192,11,Mr. SCHUETTE.,1990,allow claim protect liberti grossli distort soci eti valu,We have allowed those who claim to  protect our liberty to grossly distort our soci ety's values,We have allowed those who claim to  protect our liberty to grossly distort our soci ety's values
,104,-0.34600000000000003,1382,7,Mrs. KENNELLY.,1996,design charl bulfinch build complet,"Designed by Charles  Bulfinch, the building was completed in 1796","Designed by Charles  Bulfinch, the building was completed in 1796"
House,97,-0.3,1189,8,Mr. YOUNG of Missouri.,1981,con gress recogn goal would not achiev without sub stantial financi assist munici paliti treatment author enabl construct new upgrad treatment facil need meet act stringent treatment requir,The Con gress  recognized  that  these  goals  would not be achievable without sub stantial financial assistance to munici palities and treatment authorities to  enable them to construct the new and  upgraded  treatment facilities needed  to meet the act's stringent treatment  requirements,The Con gress  recognized  that  these  goals  would not be achievable without sub stantial financial assistance to munici palities and treatment authorities to  enable them to construct the new and  upgraded  treatment facilities needed  to meet the act's stringent treatment  requirements
House,100,0.49,917,1,Mr. DORNAN of California.,1988,cochairman bush calif nia kind sting littl bit,I  am a cochairman of BusH in Calif or nia so this kind of stings a little bit,I  am a cochairman of BusH in Calif or nia so this kind of stings a little bit
House,109,-0.302,79,2006-03-15,Mr. SCOTT of Georgia.,2006,talk smoke mirror,Now you talk  about smoke and mirrors,Now you talk  about smoke and mirrors
,94,-0.384,924,15,Mr. DENT.,1976,leader img tariq ali member intern ex ecut committe fourth inter nation,"The leader of the IMG, Tariq Ali,  is also a member of the International Ex ecutive Committee of the Fourth Inter national","The leader of the IMG, Tariq Ali,  is also a member of the International Ex ecutive Committee of the Fourth Inter national"
House,99,0.35100000000000003,1029,3,Mr. ROTH.,1985,spons indic seri ou problem state face,Their re sponses to me indicate just how seri ous  is  the problem  the States are  facing,Their re sponses to me indicate just how seri ous  is  the problem  the States are  facing
House,114,0.447,10,2015-11-04,Mrs. WALORSKI.,2015,win earn head coach ben householt first state championship year head coach, The win also earned Head Coach Ben  Householter his first State championship in 18 years as head coach, The win also earned Head Coach Ben  Householter his first State championship in 18 years as head coach
